MAC_addr	MAC_vendor  	MAC_type
00:16:51	Exeo Systems  	misc
00:16:52	Hoatech Technologies, Inc.  	misc
00:16:53	LEGO System A/S IE Electronics Division  	misc
00:16:54	Flex-P Industries Sdn. Bhd.  	misc
00:16:55	FUHO TECHNOLOGY Co., LTD  	misc
00:16:56	Nintendo Co., Ltd.  	misc
00:16:57	Aegate Ltd  	misc
00:16:58	Fusiontech Technologies Inc.  	misc
00:16:59	Z.M.P. RADWAG  	misc
00:16:5a	Harman Specialty Group  	misc
00:16:5b	Grip Audio  	misc
00:16:5c	Trackflow Ltd  	misc
00:16:5d	AirDefense, Inc.  	misc
00:16:5e	Precision I/O  	misc
00:16:5f	Fairmount Automation  	misc
00:16:60	Nortel  	misc
00:16:61	Novatium Solutions (P) Ltd  	misc
00:16:62	Liyuh Technology Ltd.  	misc
00:16:63	KBT Mobile  	misc
00:16:64	Prod-El SpA  	misc
00:16:65	Cellon France  	misc
00:16:66	Quantier Communication Inc.  	misc
00:16:67	A-TEC Subsystem INC.  	misc
00:16:68	Eishin Electronics  	misc
00:16:69	MRV Communication (Networks) LTD  	misc
00:16:6a	TPS  	misc
00:16:6b	Samsung Electronics  	misc
00:16:6c	Samsung Electonics Digital Video System Division  	misc
00:16:6d	Yulong Computer Telecommunication Scientific(shenzhen)Co.,Lt  	misc
00:16:6e	Arbitron Inc.  	misc
00:16:6f	Intel Corporate  	misc
00:16:70	SKNET Corporation  	misc
00:16:71	Symphox Information Co.  	misc
00:16:72	Zenway enterprise ltd  	misc
00:16:73	Bury GmbH & Co. KG  	misc
00:16:74	EuroCB (Phils.), Inc.  	misc
00:16:75	ARRIS Group, Inc.  	misc
00:16:76	Intel Corporate  	misc
00:16:77	Bihl + Wiedemann GmbH  	misc
00:16:78	SHENZHEN BAOAN GAOKE ELECTRONICS CO., LTD  	misc
00:16:79	eOn Communications  	misc
00:16:7a	Skyworth Overseas Dvelopment Ltd.  	misc
00:16:7b	Haver&Boecker  	misc
00:16:7c	iRex Technologies BV  	misc
00:16:7d	Sky-Line Information Co., Ltd.  	misc
00:16:7e	DIBOSS.CO.,LTD  	misc
00:16:7f	Bluebird Soft Inc.  	misc
00:16:80	Bally Gaming + Systems  	misc
00:16:81	Vector Informatik GmbH  	misc
00:16:82	Pro Dex, Inc  	misc
00:16:83	WEBIO International Co.,.Ltd.  	misc
00:16:84	Donjin Co.,Ltd.  	misc
00:16:85	Elisa Oyj  	misc
00:16:86	Karl Storz Imaging  	misc
00:16:87	Chubb CSC-Vendor AP  	misc
00:16:88	ServerEngines LLC  	misc
00:16:89	Pilkor Electronics Co., Ltd  	misc
00:16:8a	id-Confirm Inc  	misc
00:16:8b	Paralan Corporation  	misc
00:16:8c	DSL Partner AS  	misc
00:16:8d	KORWIN CO., Ltd.  	misc
00:16:8e	Vimicro corporation  	misc
00:16:8f	GN Netcom as  	misc
00:16:90	J-TEK INCORPORATION  	misc
00:16:91	Moser-Baer AG  	misc
00:16:92	Scientific-Atlanta, Inc.  	misc
00:16:93	PowerLink Technology Inc.  	misc
00:16:94	Sennheiser Communications A/S  	misc
00:16:95	AVC Technology (International) Limited  	misc
00:16:96	QDI Technology (H.K.) Limited  	misc
00:16:97	NEC Corporation  	misc
00:16:98	T&A Mobile Phones  	misc
00:16:99	Tonic DVB Marketing Ltd  	misc
00:16:9a	Quadrics Ltd  	misc
00:16:9b	Alstom Transport  	misc
00:16:9c	CISCO SYSTEMS, INC.  	misc
00:16:9d	CISCO SYSTEMS, INC.  	misc
00:16:9e	TV One Ltd  	misc
00:16:9f	Vimtron Electronics Co., Ltd.  	misc
00:16:a0	Auto-Maskin  	misc
00:16:a1	3Leaf Networks  	misc
00:16:a2	CentraLite Systems, Inc.  	misc
00:16:a3	Ingeteam Transmission&Distribution, S.A.  	misc
00:16:a4	Ezurio Ltd  	misc
00:16:a5	Tandberg Storage ASA  	misc
00:16:a6	Dovado FZ-LLC  	misc
00:16:a7	AWETA G&P  	misc
00:16:a8	CWT CO., LTD.  	misc
00:16:a9	2EI  	misc
00:16:aa	Kei Communication Technology Inc.  	misc
00:16:ab	PBI-Dansensor A/S  	misc
00:16:ac	Toho Technology Corp.  	misc
00:16:ad	BT-Links Company Limited  	misc
00:16:ae	INVENTEL  	misc
00:16:af	Shenzhen Union Networks Equipment Co.,Ltd.  	misc
00:16:b0	VK Corporation  	misc
00:16:b1	KBS  	misc
00:16:b2	DriveCam Inc  	misc
00:16:b3	Photonicbridges (China) Co., Ltd.  	misc
00:16:b4	PRIVATE  	misc
00:16:b5	ARRIS Group, Inc.  	misc
00:16:b6	Cisco-Linksys  	misc
00:16:b7	Seoul Commtech  	misc
00:16:b8	Sony Ericsson Mobile Communications  	misc
00:16:b9	ProCurve Networking  	misc
00:16:ba	WEATHERNEWS INC.  	misc
00:16:bb	Law-Chain Computer Technology Co Ltd  	misc
00:16:bc	Nokia Danmark A/S  	misc
00:16:bd	ATI Industrial Automation  	misc
00:16:be	INFRANET, Inc.  	misc
00:16:bf	PaloDEx Group Oy  	misc
00:16:c0	Semtech Corporation  	misc
00:16:c1	Eleksen Ltd  	misc
00:16:c2	Avtec Systems Inc  	misc
00:16:c3	BA Systems Inc  	misc
00:16:c4	SiRF Technology, Inc.  	misc
00:16:c5	Shenzhen Xing Feng Industry Co.,Ltd  	misc
00:16:c6	North Atlantic Industries  	misc
00:16:c7	CISCO SYSTEMS, INC.  	misc
00:16:c8	CISCO SYSTEMS, INC.  	misc
00:16:c9	NAT Seattle, Inc.  	misc
00:16:ca	Nortel  	misc
00:16:cb	Apple  	misc
00:16:cc	Xcute Mobile Corp.  	misc
00:16:cd	HIJI HIGH-TECH CO., LTD.  	misc
00:16:ce	Hon Hai Precision Ind. Co., Ltd.  	misc
00:16:cf	Hon Hai Precision Ind. Co., Ltd.  	misc
00:16:d0	ATech elektronika d.o.o.  	misc
00:16:d1	ZAT a.s.  	misc
00:16:d2	Caspian  	misc
00:16:d3	Wistron Corporation  	misc
00:16:d4	Compal Communications, Inc.  	misc
00:16:d5	Synccom Co., Ltd  	misc
00:16:d6	TDA Tech Pty Ltd  	misc
00:16:d7	Sunways AG  	misc
00:16:d8	Senea AB  	misc
00:16:d9	NINGBO BIRD CO.,LTD.  	misc
00:16:da	Futronic Technology Co. Ltd.  	misc
00:16:db	Samsung Electronics Co., Ltd.  	misc
00:16:dc	ARCHOS  	misc
00:16:dd	Gigabeam Corporation  	misc
00:16:de	FAST Inc  	misc
00:16:df	Lundinova AB  	misc
00:16:e0	3Com Ltd  	misc
00:16:e1	SiliconStor, Inc.  	misc
00:16:e2	American Fibertek, Inc.  	misc
00:16:e3	ASKEY COMPUTER CORP.  	misc
00:16:e4	VANGUARD SECURITY ENGINEERING CORP.  	misc
00:16:e5	FORDLEY DEVELOPMENT LIMITED  	misc
00:16:e6	GIGA-BYTE TECHNOLOGY CO.,LTD.  	misc
00:16:e7	Dynamix Promotions Limited  	misc
00:16:e8	Sigma Designs, Inc.  	misc
00:16:e9	Tiba Medical Inc  	misc
00:16:ea	Intel Corporate  	misc
00:16:eb	Intel Corporate  	misc
00:16:ec	Elitegroup Computer Systems Co., Ltd.  	misc
00:16:ed	Digital Safety Technologies, Inc  	misc
00:16:ee	RoyalDigital Inc.  	misc
00:16:ef	Koko Fitness, Inc.  	misc
00:16:f0	Dell  	misc
00:16:f1	OmniSense, LLC  	misc
00:16:f2	Dmobile System Co., Ltd.  	misc
00:16:f3	CAST Information Co., Ltd  	misc
00:16:f4	Eidicom Co., Ltd.  	misc
00:16:f5	Dalian Golden Hualu Digital Technology Co.,Ltd  	misc
00:16:f6	Video Products Group  	misc
00:16:f7	L-3 Communications, Aviation Recorders  	misc
00:16:f8	AVIQTECH TECHNOLOGY CO., LTD.  	misc
00:16:f9	CETRTA POT, d.o.o., Kranj  	misc
00:16:fa	ECI Telecom Ltd.  	misc
00:16:fb	SHENZHEN MTC CO.,LTD.  	misc
00:16:fc	TOHKEN CO.,LTD.  	misc
00:16:fd	Jaty Electronics  	misc
00:16:fe	Alps Electric Co., Ltd  	misc
00:16:ff	Wamin Optocomm Mfg Corp  	misc
00:17:00	ARRIS Group, Inc.  	misc
00:17:01	KDE, Inc.  	misc
00:17:02	Osung Midicom Co., Ltd  	misc
00:17:03	MOSDAN Internation Co.,Ltd  	misc
00:17:04	Shinco Electronics Group Co.,Ltd  	misc
00:17:05	Methode Electronics  	misc
00:17:06	Techfaith Wireless Communication Technology Limited.  	misc
00:17:07	InGrid, Inc  	misc
00:17:08	Hewlett-Packard Company  	misc
00:17:09	Exalt Communications  	misc
00:17:0a	INEW DIGITAL COMPANY  	misc
00:17:0b	Contela, Inc.  	misc
00:17:0c	Twig Com Ltd.  	misc
00:17:0d	Dust Networks Inc.  	misc
00:17:0e	CISCO SYSTEMS, INC.  	misc
00:17:0f	CISCO SYSTEMS, INC.  	misc
00:17:10	Casa Systems Inc.  	misc
00:17:11	GE Healthcare Bio-Sciences AB  	misc
00:17:12	ISCO International  	misc
00:17:13	Tiger NetCom  	misc
00:17:14	BR Controls Nederland bv  	misc
00:17:15	Qstik  	misc
00:17:16	Qno Technology Inc.  	misc
00:17:17	Leica Geosystems AG  	misc
00:17:18	Vansco Electronics Oy  	misc
00:17:19	AudioCodes USA, Inc  	misc
00:17:1a	Winegard Company  	misc
00:17:1b	Innovation Lab Corp.  	misc
00:17:1c	NT MicroSystems, Inc.  	misc
00:17:1d	DIGIT  	misc
00:17:1e	Theo Benning GmbH & Co. KG  	misc
00:17:1f	IMV Corporation  	misc
00:17:20	Image Sensing Systems, Inc.  	misc
00:17:21	FITRE S.p.A.  	misc
00:17:22	Hanazeder Electronic GmbH  	misc
00:17:23	Summit Data Communications  	misc
00:17:24	Studer Professional Audio GmbH  	misc
00:17:25	Liquid Computing  	misc
00:17:26	m2c Electronic Technology Ltd.  	misc
00:17:27	Thermo Ramsey Italia s.r.l.  	misc
00:17:28	Selex Communications  	misc
00:17:29	Ubicod Co.LTD  	misc
00:17:2a	Proware Technology Corp.(By Unifosa)  	misc
00:17:2b	Global Technologies Inc.  	misc
00:17:2c	TAEJIN INFOTECH  	misc
00:17:2d	Axcen Photonics Corporation  	misc
00:17:2e	FXC Inc.  	misc
00:17:2f	NeuLion Incorporated  	misc
00:17:30	Automation Electronics  	misc
00:17:31	ASUSTek COMPUTER INC.  	misc
00:17:32	"Science-Technical Center ""RISSA""  "	misc
00:17:33	SFR  	misc
00:17:34	ADC Telecommunications  	misc
00:17:35	PRIVATE  	misc
00:17:36	iiTron Inc.  	misc
00:17:37	Industrie Dial Face S.p.A.  	misc
00:17:38	International Business Machines  	misc
00:17:39	Bright Headphone Electronics Company  	misc
00:17:3a	Reach Systems Inc.  	misc
00:17:3b	Cisco Systems, Inc.  	misc
00:17:3c	Extreme Engineering Solutions  	misc
00:17:3d	Neology  	misc
00:17:3e	LeucotronEquipamentos Ltda.  	misc
00:17:3f	Belkin Corporation  	misc
00:17:40	Bluberi Gaming Technologies Inc  	misc
00:17:41	DEFIDEV  	misc
00:17:42	FUJITSU LIMITED  	misc
00:17:43	Deck Srl  	misc
00:17:44	Araneo Ltd.  	misc
00:17:45	INNOTZ CO., Ltd  	misc
00:17:46	Freedom9 Inc.  	misc
00:17:47	Trimble  	misc
00:17:48	Neokoros Brasil Ltda  	misc
00:17:49	HYUNDAE YONG-O-SA CO.,LTD  	misc
00:17:4a	SOCOMEC  	misc
00:17:4b	Nokia Danmark A/S  	misc
00:17:4c	Millipore  	misc
00:17:4d	DYNAMIC NETWORK FACTORY, INC.  	misc
00:17:4e	Parama-tech Co.,Ltd.  	misc
00:17:4f	iCatch Inc.  	misc
00:17:50	GSI Group, MicroE Systems  	misc
00:17:51	Online Corporation  	misc
00:17:52	DAGS, Inc  	misc
00:17:53	nFore Technology Inc.  	misc
00:17:54	Arkino HiTOP Corporation Limited  	misc
00:17:55	GE Security  	misc
00:17:56	Vinci Labs Oy  	misc
00:17:57	RIX TECHNOLOGY LIMITED  	misc
00:17:58	ThruVision Ltd  	misc
00:17:59	CISCO SYSTEMS, INC.  	misc
00:17:5a	CISCO SYSTEMS, INC.  	misc
00:17:5b	ACS Solutions Switzerland Ltd.  	misc
00:17:5c	SHARP CORPORATION  	misc
00:17:5d	Dongseo system.  	misc
00:17:5e	Zed-3  	misc
00:17:5f	XENOLINK Communications Co., Ltd.  	misc
00:17:60	Naito Densei Machida MFG.CO.,LTD  	misc
00:17:61	PRIVATE  	misc
00:17:62	Solar Technology, Inc.  	misc
00:17:63	Essentia S.p.A.  	misc
00:17:64	ATMedia GmbH  	misc
00:17:65	Nortel  	misc
00:17:66	Accense Technology, Inc.  	misc
00:17:67	Earforce AS  	misc
00:17:68	Zinwave Ltd  	misc
00:17:69	Cymphonix Corp  	misc
00:17:6a	Avago Technologies  	misc
00:17:6b	Kiyon, Inc.  	misc
00:17:6c	Pivot3, Inc.  	misc
00:17:6d	CORE CORPORATION  	misc
00:17:6e	DUCATI SISTEMI  	misc
00:17:6f	PAX Computer Technology(Shenzhen) Ltd.  	misc
00:17:70	Arti Industrial Electronics Ltd.  	misc
00:17:71	APD Communications Ltd  	misc
00:17:72	ASTRO Strobel Kommunikationssysteme GmbH  	misc
00:17:73	Laketune Technologies Co. Ltd  	misc
00:17:74	Elesta GmbH  	misc
00:17:75	TTE Germany GmbH  	misc
00:17:76	Meso Scale Diagnostics, LLC  	misc
00:17:77	Obsidian Research Corporation  	misc
00:17:78	Central Music Co.  	misc
00:17:79	QuickTel  	misc
00:17:7a	ASSA ABLOY AB  	misc
00:17:7b	Azalea Networks inc  	misc
00:17:7c	Smartlink Network Systems Limited  	misc
00:17:7d	IDT International Limited  	misc
00:17:7e	Meshcom Technologies Inc.  	misc
00:17:7f	Worldsmart Retech  	misc
00:17:80	Applied Biosystems B.V.  	misc
00:17:81	Greystone Data System, Inc.  	misc
00:17:82	LoBenn Inc.  	misc
00:17:83	Texas Instruments  	misc
00:17:84	ARRIS Group, Inc.  	misc
00:17:85	Sparr Electronics Ltd  	misc
00:17:86	wisembed  	misc
00:17:87	Brother, Brother & Sons ApS  	misc
00:17:88	Philips Lighting BV  	misc
00:17:89	Zenitron Corporation  	misc
00:17:8a	DARTS TECHNOLOGIES CORP.  	misc
00:17:8b	Teledyne Technologies Incorporated  	misc
00:17:8c	Independent Witness, Inc  	misc
00:17:8d	Checkpoint Systems, Inc.  	misc
00:17:8e	Gunnebo Cash Automation AB  	misc
00:17:8f	NINGBO YIDONG ELECTRONIC CO.,LTD.  	misc
00:17:90	HYUNDAI DIGITECH Co, Ltd.  	misc
00:17:91	LinTech GmbH  	misc
00:17:92	Falcom Wireless Comunications Gmbh  	misc
00:17:93	Tigi Corporation  	misc
00:17:94	CISCO SYSTEMS, INC.  	misc
00:17:95	CISCO SYSTEMS, INC.  	misc
00:17:96	Rittmeyer AG  	misc
00:17:97	Telsy Elettronica S.p.A.  	misc
00:17:98	Azonic Technology Co., LTD  	misc
00:17:99	SmarTire Systems Inc.  	misc
00:17:9a	D-Link Corporation  	misc
00:17:9b	Chant Sincere CO., LTD.  	misc
00:17:9c	DEPRAG SCHULZ GMBH u. CO.  	misc
00:17:9d	Kelman Limited  	misc
00:17:9e	Sirit Inc  	misc
00:17:9f	Apricorn  	misc
00:17:a0	RoboTech srl  	misc
00:17:a1	3soft inc.  	misc
00:17:a2	Camrivox Ltd.  	misc
00:17:a3	MIX s.r.l.  	misc
00:17:a4	Hewlett-Packard Company  	misc
00:17:a5	Ralink Technology Corp  	misc
00:17:a6	YOSIN ELECTRONICS CO., LTD.  	misc
00:17:a7	Mobile Computing Promotion Consortium  	misc
00:17:a8	EDM Corporation  	misc
00:17:a9	Sentivision  	misc
00:17:aa	elab-experience inc.  	misc
00:17:ab	Nintendo Co., Ltd.  	misc
00:17:ac	O'Neil Product Development Inc.  	misc
00:17:ad	AceNet Corporation  	misc
00:17:ae	GAI-Tronics  	misc
00:17:af	Enermet  	misc
00:17:b0	Nokia Danmark A/S  	misc
00:17:b1	ACIST Medical Systems, Inc.  	misc
00:17:b2	SK Telesys  	misc
00:17:b3	Aftek Infosys Limited  	misc
00:17:b4	Remote Security Systems, LLC  	misc
00:17:b5	Peerless Systems Corporation  	misc
00:17:b6	Aquantia  	misc
00:17:b7	Tonze Technology Co.  	misc
00:17:b8	NOVATRON CO., LTD.  	misc
00:17:b9	Gambro Lundia AB  	misc
00:17:ba	SEDO CO., LTD.  	misc
00:17:bb	Syrinx Industrial Electronics  	misc
00:17:bc	Touchtunes Music Corporation  	misc
00:17:bd	Tibetsystem  	misc
00:17:be	Tratec Telecom B.V.  	misc
00:17:bf	Coherent Research Limited  	misc
00:17:c0	PureTech Systems, Inc.  	misc
00:17:c1	CM Precision Technology LTD.  	misc
00:17:c2	ADB Broadband Italia  	misc
00:17:c3	KTF Technologies Inc.  	misc
00:17:c4	Quanta Microsystems, INC.  	misc
00:17:c5	SonicWALL  	misc
00:17:c6	Cross Match Technologies Inc  	misc
00:17:c7	MARA Systems Consulting AB  	misc
00:17:c8	KYOCERA Document Solutions Inc.  	misc
00:17:c9	Samsung Electronics Co., Ltd.  	misc
00:17:ca	Qisda Corporation  	misc
00:17:cb	Juniper Networks  	misc
00:17:cc	Alcatel-Lucent  	misc
00:17:cd	CEC Wireless R&D Ltd.  	misc
00:17:ce	Screen Service Spa  	misc
00:17:cf	iMCA-GmbH  	misc
00:17:d0	Opticom Communications, LLC  	misc
00:17:d1	Nortel  	misc
00:17:d2	THINLINX PTY LTD  	misc
00:17:d3	Etymotic Research, Inc.  	misc
00:17:d4	Monsoon Multimedia, Inc  	misc
00:17:d5	Samsung Electronics Co., Ltd.  	misc
00:17:d6	Bluechips Microhouse Co.,Ltd.  	misc
00:17:d7	ION Geophysical Corporation Inc.  	misc
00:17:d8	Magnum Semiconductor, Inc.  	misc
00:17:d9	AAI Corporation  	misc
00:17:da	Spans Logic  	misc
00:17:db	CANKO TECHNOLOGIES INC.  	misc
00:17:dc	DAEMYUNG ZERO1  	misc
00:17:dd	Clipsal Australia  	misc
00:17:de	Advantage Six Ltd  	misc
00:17:df	CISCO SYSTEMS, INC.  	misc
00:17:e0	CISCO SYSTEMS, INC.  	misc
00:17:e1	DACOS Technologies Co., Ltd.  	misc
00:17:e2	ARRIS Group, Inc.  	misc
00:17:e3	Texas Instruments  	misc
00:17:e4	Texas Instruments  	misc
00:17:e5	Texas Instruments  	misc
00:17:e6	Texas Instruments  	misc
00:17:e7	Texas Instruments  	misc
00:17:e8	Texas Instruments  	misc
00:17:e9	Texas Instruments  	misc
00:17:ea	Texas Instruments  	misc
00:17:eb	Texas Instruments  	misc
00:17:ec	Texas Instruments  	misc
00:17:ed	WooJooIT Ltd.  	misc
00:17:ee	ARRIS Group, Inc.  	misc
00:17:ef	IBM Corp  	misc
00:17:f0	SZCOM Broadband Network Technology Co.,Ltd  	misc
00:17:f1	Renu Electronics Pvt Ltd  	misc
00:17:f2	Apple  	misc
00:17:f3	Harris Corparation  	misc
00:17:f4	ZERON ALLIANCE  	misc
00:17:f5	LIG NEOPTEK  	misc
00:17:f6	Pyramid Meriden Inc.  	misc
00:17:f7	CEM Solutions Pvt Ltd  	misc
00:17:f8	Motech Industries Inc.  	misc
00:17:f9	Forcom Sp. z o.o.  	misc
00:17:fa	Microsoft Corporation  	misc
00:17:fb	FA  	misc
00:17:fc	Suprema Inc.  	misc
00:17:fd	Amulet Hotkey  	misc
00:17:fe	TALOS SYSTEM INC.  	misc
00:17:ff	PLAYLINE Co.,Ltd.  	misc
00:18:00	UNIGRAND LTD  	misc
00:18:01	Actiontec Electronics, Inc  	misc
00:18:02	Alpha Networks Inc.  	misc
00:18:03	ArcSoft Shanghai Co. LTD  	misc
00:18:04	E-TEK DIGITAL TECHNOLOGY LIMITED  	misc
00:18:05	Beijing InHand Networking Technology Co.,Ltd.  	misc
00:18:06	Hokkei Industries Co., Ltd.  	misc
00:18:07	Fanstel Corp.  	misc
00:18:08	SightLogix, Inc.  	misc
00:18:09	CRESYN  	misc
00:18:0a	Meraki, Inc.  	misc
00:18:0b	Brilliant Telecommunications  	misc
00:18:0c	Optelian Access Networks  	misc
00:18:0d	Terabytes Server Storage Tech Corp  	misc
00:18:0e	Avega Systems  	misc
00:18:0f	Nokia Danmark A/S  	misc
00:18:10	IPTrade S.A.  	misc
00:18:11	Neuros Technology International, LLC.  	misc
00:18:12	Beijing Xinwei Telecom Technology Co., Ltd.  	misc
00:18:13	Sony Ericsson Mobile Communications  	misc
00:18:14	Mitutoyo Corporation  	misc
00:18:15	GZ Technologies, Inc.  	misc
00:18:16	Ubixon Co., Ltd.  	misc
00:18:17	D. E. Shaw Research, LLC  	misc
00:18:18	CISCO SYSTEMS, INC.  	misc
00:18:19	CISCO SYSTEMS, INC.  	misc
00:18:1a	AVerMedia Information Inc.  	misc
00:18:1b	TaiJin Metal Co., Ltd.  	misc
00:18:1c	Exterity Limited  	misc
00:18:1d	ASIA ELECTRONICS CO.,LTD  	misc
00:18:1e	GDX Technologies Ltd.  	misc
00:18:1f	Palmmicro Communications  	misc
00:18:20	w5networks  	misc
00:18:21	SINDORICOH  	misc
00:18:22	CEC TELECOM CO.,LTD.  	misc
00:18:23	Delta Electronics, Inc.  	misc
00:18:24	Kimaldi Electronics, S.L.  	misc
00:18:25	PRIVATE  	misc
00:18:26	Cale Access AB  	misc
00:18:27	NEC UNIFIED SOLUTIONS NEDERLAND B.V.  	misc
00:18:28	e2v technologies (UK) ltd.  	misc
00:18:29	Gatsometer  	misc
00:18:2a	Taiwan Video & Monitor  	misc
00:18:2b	Softier  	misc
00:18:2c	Ascend Networks, Inc.  	misc
00:18:2d	Artec Design  	misc
00:18:2e	XStreamHD, LLC  	misc
00:18:2f	Texas Instruments  	misc
00:18:30	Texas Instruments  	misc
00:18:31	Texas Instruments  	misc
00:18:32	Texas Instruments  	misc
00:18:33	Texas Instruments  	misc
00:18:34	Texas Instruments  	misc
00:18:35	Thoratec / ITC  	misc
00:18:36	Reliance Electric Limited  	misc
00:18:37	Universal ABIT Co., Ltd.  	misc
00:18:38	PanAccess Communications,Inc.  	misc
00:18:39	Cisco-Linksys LLC  	misc
00:18:3a	Westell Technologies  	misc
00:18:3b	CENITS Co., Ltd.  	misc
00:18:3c	Encore Software Limited  	misc
00:18:3d	Vertex Link Corporation  	misc
00:18:3e	Digilent, Inc  	misc
00:18:3f	2Wire, Inc  	misc
00:18:40	3 Phoenix, Inc.  	misc
00:18:41	High Tech Computer Corp  	misc
00:18:42	Nokia Danmark A/S  	misc
00:18:43	Dawevision Ltd  	misc
00:18:44	Heads Up Technologies, Inc.  	misc
00:18:45	Pulsar-Telecom LLC.  	misc
00:18:46	Crypto S.A.  	misc
00:18:47	AceNet Technology Inc.  	misc
00:18:48	Vecima Networks Inc.  	misc
00:18:49	Pigeon Point Systems LLC  	misc
00:18:4a	Catcher, Inc.  	misc
00:18:4b	Las Vegas Gaming, Inc.  	misc
00:18:4c	Bogen Communications  	misc
00:18:4d	Netgear Inc.  	misc
00:18:4e	Lianhe Technologies, Inc.  	misc
00:18:4f	8 Ways Technology Corp.  	misc
00:18:50	Secfone Kft  	misc
00:18:51	SWsoft  	misc
00:18:52	StorLink Semiconductors, Inc.  	misc
00:18:53	Atera Networks LTD.  	misc
00:18:54	Argard Co., Ltd  	misc
00:18:55	Aeromaritime Systembau GmbH  	misc
00:18:56	EyeFi, Inc  	misc
00:18:57	Unilever R&D  	misc
00:18:58	TagMaster AB  	misc
00:18:59	Strawberry Linux Co.,Ltd.  	misc
00:18:5a	uControl, Inc.  	misc
00:18:5b	Network Chemistry, Inc  	misc
00:18:5c	EDS Lab Pte Ltd  	misc
00:18:5d	TAIGUEN TECHNOLOGY (SHEN-ZHEN) CO., LTD.  	misc
00:18:5e	Nexterm Inc.  	misc
00:18:5f	TAC Inc.  	misc
00:18:60	SIM Technology Group Shanghai Simcom Ltd.,  	misc
00:18:61	Ooma, Inc.  	misc
00:18:62	Seagate Technology  	misc
00:18:63	Veritech Electronics Limited  	misc
00:18:64	Eaton Corporation  	misc
00:18:65	Siemens Healthcare Diagnostics Manufacturing Ltd  	misc
00:18:66	Leutron Vision  	misc
00:18:67	Datalogic ADC  	misc
00:18:68	Scientific Atlanta, A Cisco Company  	misc
00:18:69	KINGJIM  	misc
00:18:6a	Global Link Digital Technology Co,.LTD  	misc
00:18:6b	Sambu Communics CO., LTD.  	misc
00:18:6c	Neonode AB  	misc
00:18:6d	Zhenjiang Sapphire Electronic Industry CO.  	misc
00:18:6e	3Com Ltd  	misc
00:18:6f	Setha Industria Eletronica LTDA  	misc
00:18:70	E28 Shanghai Limited  	misc
00:18:71	Hewlett-Packard Company  	misc
00:18:72	Expertise Engineering  	misc
00:18:73	CISCO SYSTEMS, INC.  	misc
00:18:74	CISCO SYSTEMS, INC.  	misc
00:18:75	AnaCise Testnology Pte Ltd  	misc
00:18:76	WowWee Ltd.  	misc
00:18:77	Amplex A/S  	misc
00:18:78	Mackware GmbH  	misc
00:18:79	dSys  	misc
00:18:7a	Wiremold  	misc
00:18:7b	4NSYS Co. Ltd.  	misc
00:18:7c	INTERCROSS, LLC  	misc
00:18:7d	Armorlink shanghai Co. Ltd  	misc
00:18:7e	RGB Spectrum  	misc
00:18:7f	ZODIANET  	misc
00:18:80	Maxim Integrated Products  	misc
00:18:81	Buyang Electronics Industrial Co., Ltd  	misc
00:18:82	Huawei Technologies Co., Ltd.  	misc
00:18:83	FORMOSA21 INC.  	misc
00:18:84	Fon Technology S.L.  	misc
00:18:85	Avigilon Corporation  	misc
00:18:86	EL-TECH, INC.  	misc
00:18:87	Metasystem SpA  	misc
00:18:88	GOTIVE a.s.  	misc
00:18:89	WinNet Solutions Limited  	misc
00:18:8a	Infinova LLC  	misc
00:18:8b	Dell Inc  	misc
00:18:8c	Mobile Action Technology Inc.  	misc
00:18:8d	Nokia Danmark A/S  	misc
00:18:8e	Ekahau, Inc.  	misc
00:18:8f	Montgomery Technology, Inc.  	misc
00:18:90	RadioCOM, s.r.o.  	misc
00:18:91	Zhongshan General K-mate Electronics Co., Ltd  	misc
00:18:92	ads-tec GmbH  	misc
00:18:93	SHENZHEN PHOTON BROADBAND TECHNOLOGY CO.,LTD  	misc
00:18:94	zimocom  	misc
00:18:95	Hansun Technologies Inc.  	misc
00:18:96	Great Well Electronic LTD  	misc
00:18:97	JESS-LINK PRODUCTS Co., LTD  	misc
00:18:98	KINGSTATE ELECTRONICS CORPORATION  	misc
00:18:99	ShenZhen jieshun Science&Technology Industry CO,LTD.  	misc
00:18:9a	HANA Micron Inc.  	misc
00:18:9b	Thomson Inc.  	misc
00:18:9c	Weldex Corporation  	misc
00:18:9d	Navcast Inc.  	misc
00:18:9e	OMNIKEY GmbH.  	misc
00:18:9f	Lenntek Corporation  	misc
00:18:a0	Cierma Ascenseurs  	misc
00:18:a1	Tiqit Computers, Inc.  	misc
00:18:a2	XIP Technology AB  	misc
00:18:a3	ZIPPY TECHNOLOGY CORP.  	misc
00:18:a4	ARRIS Group, Inc.  	misc
00:18:a5	ADigit Technologies Corp.  	misc
00:18:a6	Persistent Systems, LLC  	misc
00:18:a7	Yoggie Security Systems LTD.  	misc
00:18:a8	AnNeal Technology Inc.  	misc
00:18:a9	Ethernet Direct Corporation  	misc
00:18:aa	Protec Fire Detection plc  	misc
00:18:ab	BEIJING LHWT MICROELECTRONICS INC.  	misc
00:18:ac	Shanghai Jiao Da HISYS Technology Co. Ltd.  	misc
00:18:ad	NIDEC SANKYO CORPORATION  	misc
00:18:ae	TVT CO.,LTD  	misc
00:18:af	Samsung Electronics Co., Ltd.  	misc
00:18:b0	Nortel  	misc
00:18:b1	IBM Corp  	misc
